product_name,description,base_price,category,product_sku,variant_color,variant_storage,price_modifier,variant_sku,quantity,low_stock_threshold
Xiaomi Laptop 18,Xiaomi Laptop 18 high-quality modern laptop with advanced features.,1583.06,Laptops,SKU-0670,Red,256GB,15,SKU-0670-RED-256,55,19
Xiaomi Tablet 11,Xiaomi Tablet 11 high-quality modern tablet with advanced features.,1615.86,Tablets,SKU-0671,Blue,512GB,20,SKU-0671-BLU-512,24,11
Dell Smartwatche 42,Dell Smartwatche 42 high-quality modern smartwatche with advanced features.,1817.23,Smartwatches,SKU-0672,Silver,64GB,10,SKU-0672-SIL-64,56,16
Dell Smartphone 11,Dell Smartphone 11 high-quality modern smartphone with advanced features.,134.77,Smartphones,SKU-0673,Gold,256GB,15,SKU-0673-GOL-256,52,16
Nikon Smartwatche 25,Nikon Smartwatche 25 high-quality modern smartwatche with advanced features.,301.31,Smartwatches,SKU-0674,Black,128GB,0,SKU-0674-BLA-128,88,12
Canon Networking Device 20,Canon Networking Device 20 high-quality modern networking device with advanced features.,1377.18,Networking Devices,SKU-0675,Silver,32GB,5,SKU-0675-SIL-32,93,11
Canon Home Appliance 39,Canon Home Appliance 39 high-quality modern home appliance with advanced features.,168.24,Home Appliances,SKU-0676,Green,1TB,10,SKU-0676-GRE-1TB,58,18
Xiaomi Laptop 19,Xiaomi Laptop 19 high-quality modern laptop with advanced features.,891.58,Laptops,SKU-0677,Blue,1TB,25,SKU-0677-BLU-1TB,74,19
Apple Monitor 40,Apple Monitor 40 high-quality modern monitor with advanced features.,932.05,Monitors,SKU-0678,Silver,32GB,15,SKU-0678-SIL-32,25,15
Vivo Headphone 35,Vivo Headphone 35 high-quality modern headphone with advanced features.,1658.51,Headphones,SKU-0679,Silver,32GB,5,SKU-0679-SIL-32,7,14
Dell Tablet 44,Dell Tablet 44 high-quality modern tablet with advanced features.,129.31,Tablets,SKU-0680,Blue,512GB,5,SKU-0680-BLU-512,65,8
Lenovo Headphone 45,Lenovo Headphone 45 high-quality modern headphone with advanced features.,198.06,Headphones,SKU-0681,Red,128GB,20,SKU-0681-RED-128,57,5
LG Home Appliance 43,LG Home Appliance 43 high-quality modern home appliance with advanced features.,494.87,Home Appliances,SKU-0682,Silver,32GB,10,SKU-0682-SIL-32,27,6
Asus Camera 2,Asus Camera 2 high-quality modern camera with advanced features.,1774.19,Cameras,SKU-0683,Red,256GB,0,SKU-0683-RED-256,99,9
Samsung Camera 14,Samsung Camera 14 high-quality modern camera with advanced features.,772.65,Cameras,SKU-0684,Gold,512GB,10,SKU-0684-GOL-512,54,8
HP Smartphone 3,HP Smartphone 3 high-quality modern smartphone with advanced features.,216.95,Smartphones,SKU-0685,Silver,1TB,5,SKU-0685-SIL-1TB,46,13
Oppo Tablet 27,Oppo Tablet 27 high-quality modern tablet with advanced features.,1342.13,Tablets,SKU-0686,Red,1TB,25,SKU-0686-RED-1TB,23,20
Vivo Home Appliance 20,Vivo Home Appliance 20 high-quality modern home appliance with advanced features.,1688.74,Home Appliances,SKU-0687,Green,256GB,0,SKU-0687-GRE-256,37,12
Canon Monitor 3,Canon Monitor 3 high-quality modern monitor with advanced features.,1259.8,Monitors,SKU-0688,Black,1TB,0,SKU-0688-BLA-1TB,5,11
Asus Laptop 19,Asus Laptop 19 high-quality modern laptop with advanced features.,598.76,Laptops,SKU-0689,White,256GB,0,SKU-0689-WHI-256,62,14
Sony Laptop 24,Sony Laptop 24 high-quality modern laptop with advanced features.,1801,Laptops,SKU-0690,Silver,1TB,0,SKU-0690-SIL-1TB,66,13
Canon Smartphone 46,Canon Smartphone 46 high-quality modern smartphone with advanced features.,1861.11,Smartphones,SKU-0691,Gold,512GB,10,SKU-0691-GOL-512,26,11
Nikon Home Appliance 46,Nikon Home Appliance 46 high-quality modern home appliance with advanced features.,1722.17,Home Appliances,SKU-0692,Gold,32GB,15,SKU-0692-GOL-32,78,14
Nikon Camera 48,Nikon Camera 48 high-quality modern camera with advanced features.,1295.11,Cameras,SKU-0693,Red,64GB,0,SKU-0693-RED-64,41,11
Xiaomi Smartwatche 14,Xiaomi Smartwatche 14 high-quality modern smartwatche with advanced features.,283.31,Smartwatches,SKU-0694,Black,64GB,15,SKU-0694-BLA-64,14,6
Samsung Tablet 12,Samsung Tablet 12 high-quality modern tablet with advanced features.,1583.75,Tablets,SKU-0695,Green,1TB,25,SKU-0695-GRE-1TB,91,10
Oppo Camera 13,Oppo Camera 13 high-quality modern camera with advanced features.,268.03,Cameras,SKU-0696,Red,32GB,0,SKU-0696-RED-32,99,20
HP Networking Device 32,HP Networking Device 32 high-quality modern networking device with advanced features.,1018.96,Networking Devices,SKU-0697,Black,128GB,25,SKU-0697-BLA-128,49,15
LG Monitor 40,LG Monitor 40 high-quality modern monitor with advanced features.,1653.36,Monitors,SKU-0698,Blue,32GB,0,SKU-0698-BLU-32,75,20
HP Networking Device 41,HP Networking Device 41 high-quality modern networking device with advanced features.,1965.37,Networking Devices,SKU-0699,Black,128GB,15,SKU-0699-BLA-128,25,8
Nikon Smartphone 13,Nikon Smartphone 13 high-quality modern smartphone with advanced features.,683.98,Smartphones,SKU-0700,Blue,256GB,25,SKU-0700-BLU-256,41,18
LG Laptop 38,LG Laptop 38 high-quality modern laptop with advanced features.,1948.48,Laptops,SKU-0701,Red,64GB,25,SKU-0701-RED-64,65,19
HP Smartphone 39,HP Smartphone 39 high-quality modern smartphone with advanced features.,1696.8,Smartphones,SKU-0702,Blue,512GB,15,SKU-0702-BLU-512,9,18
Sony Networking Device 41,Sony Networking Device 41 high-quality modern networking device with advanced features.,837.42,Networking Devices,SKU-0703,Silver,256GB,25,SKU-0703-SIL-256,56,12
Oppo Gaming Console 47,Oppo Gaming Console 47 high-quality modern gaming console with advanced features.,1006.59,Gaming Consoles,SKU-0704,Gold,256GB,15,SKU-0704-GOL-256,59,19
Vivo Camera 22,Vivo Camera 22 high-quality modern camera with advanced features.,627.71,Cameras,SKU-0705,Green,128GB,25,SKU-0705-GRE-128,42,6
LG Laptop 33,LG Laptop 33 high-quality modern laptop with advanced features.,914.33,Laptops,SKU-0706,Red,256GB,10,SKU-0706-RED-256,35,13
Nikon Camera 21,Nikon Camera 21 high-quality modern camera with advanced features.,432.25,Cameras,SKU-0707,Gold,1TB,5,SKU-0707-GOL-1TB,12,8
Nikon Smartwatche 46,Nikon Smartwatche 46 high-quality modern smartwatche with advanced features.,308.37,Smartwatches,SKU-0708,Silver,128GB,15,SKU-0708-SIL-128,95,14
Sony Smartphone 31,Sony Smartphone 31 high-quality modern smartphone with advanced features.,669.47,Smartphones,SKU-0709,Silver,32GB,10,SKU-0709-SIL-32,80,16
Canon Tablet 38,Canon Tablet 38 high-quality modern tablet with advanced features.,1104.59,Tablets,SKU-0710,White,32GB,5,SKU-0710-WHI-32,90,9
HP Laptop 44,HP Laptop 44 high-quality modern laptop with advanced features.,1519.46,Laptops,SKU-0711,Silver,512GB,15,SKU-0711-SIL-512,84,7
Sony Smartphone 37,Sony Smartphone 37 high-quality modern smartphone with advanced features.,909.33,Smartphones,SKU-0712,Silver,64GB,5,SKU-0712-SIL-64,85,8
Apple Networking Device 29,Apple Networking Device 29 high-quality modern networking device with advanced features.,858.84,Networking Devices,SKU-0713,Red,512GB,10,SKU-0713-RED-512,59,15
Vivo Laptop 17,Vivo Laptop 17 high-quality modern laptop with advanced features.,1364.5,Laptops,SKU-0714,Silver,256GB,25,SKU-0714-SIL-256,89,5
HP Tablet 20,HP Tablet 20 high-quality modern tablet with advanced features.,1704.03,Tablets,SKU-0715,White,64GB,5,SKU-0715-WHI-64,81,19
Dell Networking Device 11,Dell Networking Device 11 high-quality modern networking device with advanced features.,1966.16,Networking Devices,SKU-0716,Gold,1TB,20,SKU-0716-GOL-1TB,67,15
Canon Laptop 33,Canon Laptop 33 high-quality modern laptop with advanced features.,458.77,Laptops,SKU-0717,Black,128GB,20,SKU-0717-BLA-128,21,18
HP Camera 36,HP Camera 36 high-quality modern camera with advanced features.,934.69,Cameras,SKU-0718,Green,256GB,0,SKU-0718-GRE-256,75,20
Asus Smartphone 8,Asus Smartphone 8 high-quality modern smartphone with advanced features.,1811.79,Smartphones,SKU-0719,Blue,512GB,25,SKU-0719-BLU-512,38,13
Lenovo Monitor 48,Lenovo Monitor 48 high-quality modern monitor with advanced features.,653.13,Monitors,SKU-0720,Red,256GB,25,SKU-0720-RED-256,29,20
Xiaomi Headphone 18,Xiaomi Headphone 18 high-quality modern headphone with advanced features.,972.95,Headphones,SKU-0721,Green,512GB,15,SKU-0721-GRE-512,7,14
LG Gaming Console 22,LG Gaming Console 22 high-quality modern gaming console with advanced features.,1337.29,Gaming Consoles,SKU-0722,Green,128GB,0,SKU-0722-GRE-128,87,17
Xiaomi Smartphone 34,Xiaomi Smartphone 34 high-quality modern smartphone with advanced features.,1410.37,Smartphones,SKU-0723,Blue,32GB,0,SKU-0723-BLU-32,90,8
Oppo Laptop 16,Oppo Laptop 16 high-quality modern laptop with advanced features.,640.64,Laptops,SKU-0724,White,32GB,0,SKU-0724-WHI-32,97,8
Canon Networking Device 16,Canon Networking Device 16 high-quality modern networking device with advanced features.,1676.56,Networking Devices,SKU-0725,White,64GB,25,SKU-0725-WHI-64,41,12
HP Home Appliance 25,HP Home Appliance 25 high-quality modern home appliance with advanced features.,868.24,Home Appliances,SKU-0726,Gold,1TB,15,SKU-0726-GOL-1TB,20,15
Vivo Smartwatche 44,Vivo Smartwatche 44 high-quality modern smartwatche with advanced features.,658.01,Smartwatches,SKU-0727,Red,256GB,5,SKU-0727-RED-256,59,8
Asus Camera 26,Asus Camera 26 high-quality modern camera with advanced features.,279.9,Cameras,SKU-0728,Black,32GB,5,SKU-0728-BLA-32,63,9
Canon Smartwatche 13,Canon Smartwatche 13 high-quality modern smartwatche with advanced features.,1007.4,Smartwatches,SKU-0729,Blue,32GB,5,SKU-0729-BLU-32,33,15
Nikon Networking Device 9,Nikon Networking Device 9 high-quality modern networking device with advanced features.,1418.67,Networking Devices,SKU-0730,Blue,1TB,25,SKU-0730-BLU-1TB,41,9
Vivo Headphone 45,Vivo Headphone 45 high-quality modern headphone with advanced features.,1807.15,Headphones,SKU-0731,Gold,1TB,25,SKU-0731-GOL-1TB,87,5
Asus Camera 38,Asus Camera 38 high-quality modern camera with advanced features.,791.47,Cameras,SKU-0732,Green,256GB,15,SKU-0732-GRE-256,75,17
Nikon Monitor 7,Nikon Monitor 7 high-quality modern monitor with advanced features.,1337.6,Monitors,SKU-0733,Red,64GB,15,SKU-0733-RED-64,32,12
Canon Smartphone 44,Canon Smartphone 44 high-quality modern smartphone with advanced features.,1665.5,Smartphones,SKU-0734,Gold,32GB,10,SKU-0734-GOL-32,39,6
Canon Gaming Console 24,Canon Gaming Console 24 high-quality modern gaming console with advanced features.,1015.25,Gaming Consoles,SKU-0735,Black,32GB,10,SKU-0735-BLA-32,79,15
Sony Smartphone 17,Sony Smartphone 17 high-quality modern smartphone with advanced features.,1417.77,Smartphones,SKU-0736,Gold,512GB,10,SKU-0736-GOL-512,98,9
Apple Gaming Console 7,Apple Gaming Console 7 high-quality modern gaming console with advanced features.,1731.07,Gaming Consoles,SKU-0737,Silver,32GB,5,SKU-0737-SIL-32,9,12
Asus Camera 44,Asus Camera 44 high-quality modern camera with advanced features.,1857.97,Cameras,SKU-0738,White,32GB,0,SKU-0738-WHI-32,17,10
Canon Smartphone 13,Canon Smartphone 13 high-quality modern smartphone with advanced features.,870.46,Smartphones,SKU-0739,Black,256GB,0,SKU-0739-BLA-256,58,10
HP Headphone 24,HP Headphone 24 high-quality modern headphone with advanced features.,1706.86,Headphones,SKU-0740,Gold,256GB,5,SKU-0740-GOL-256,70,11
Xiaomi Laptop 29,Xiaomi Laptop 29 high-quality modern laptop with advanced features.,1015.66,Laptops,SKU-0741,White,64GB,15,SKU-0741-WHI-64,96,10
Lenovo Smartwatche 22,Lenovo Smartwatche 22 high-quality modern smartwatche with advanced features.,1648.84,Smartwatches,SKU-0742,Gold,32GB,5,SKU-0742-GOL-32,24,17
HP Headphone 4,HP Headphone 4 high-quality modern headphone with advanced features.,266.59,Headphones,SKU-0743,Green,256GB,10,SKU-0743-GRE-256,81,20
Canon Tablet 48,Canon Tablet 48 high-quality modern tablet with advanced features.,1865.79,Tablets,SKU-0744,Gold,512GB,25,SKU-0744-GOL-512,23,19
Sony Gaming Console 9,Sony Gaming Console 9 high-quality modern gaming console with advanced features.,823.85,Gaming Consoles,SKU-0745,White,128GB,20,SKU-0745-WHI-128,12,20
Samsung Gaming Console 24,Samsung Gaming Console 24 high-quality modern gaming console with advanced features.,1321.84,Gaming Consoles,SKU-0746,White,64GB,10,SKU-0746-WHI-64,99,7
HP Headphone 19,HP Headphone 19 high-quality modern headphone with advanced features.,1799.88,Headphones,SKU-0747,Blue,128GB,20,SKU-0747-BLU-128,61,11
Dell Camera 43,Dell Camera 43 high-quality modern camera with advanced features.,184.78,Cameras,SKU-0748,Green,32GB,25,SKU-0748-GRE-32,39,8
Samsung Smartphone 38,Samsung Smartphone 38 high-quality modern smartphone with advanced features.,1189.17,Smartphones,SKU-0749,Gold,256GB,5,SKU-0749-GOL-256,8,19
Oppo Smartphone 32,Oppo Smartphone 32 high-quality modern smartphone with advanced features.,1273.8,Smartphones,SKU-0750,Black,256GB,10,SKU-0750-BLA-256,38,19
Apple Networking Device 28,Apple Networking Device 28 high-quality modern networking device with advanced features.,906.74,Networking Devices,SKU-0751,Black,256GB,20,SKU-0751-BLA-256,40,8
Xiaomi Smartwatche 23,Xiaomi Smartwatche 23 high-quality modern smartwatche with advanced features.,186.14,Smartwatches,SKU-0752,Gold,128GB,5,SKU-0752-GOL-128,55,8
Oppo Networking Device 16,Oppo Networking Device 16 high-quality modern networking device with advanced features.,1917.08,Networking Devices,SKU-0753,Black,512GB,15,SKU-0753-BLA-512,92,16
Xiaomi Smartwatche 5,Xiaomi Smartwatche 5 high-quality modern smartwatche with advanced features.,205.74,Smartwatches,SKU-0754,White,128GB,15,SKU-0754-WHI-128,97,16
Canon Networking Device 27,Canon Networking Device 27 high-quality modern networking device with advanced features.,782.18,Networking Devices,SKU-0755,Gold,32GB,15,SKU-0755-GOL-32,48,18
Vivo Camera 43,Vivo Camera 43 high-quality modern camera with advanced features.,1658.62,Cameras,SKU-0756,White,1TB,20,SKU-0756-WHI-1TB,42,10
Apple Home Appliance 42,Apple Home Appliance 42 high-quality modern home appliance with advanced features.,144.97,Home Appliances,SKU-0757,Black,512GB,10,SKU-0757-BLA-512,40,11
Dell Smartphone 39,Dell Smartphone 39 high-quality modern smartphone with advanced features.,1780.52,Smartphones,SKU-0758,Blue,64GB,15,SKU-0758-BLU-64,89,7
Canon Gaming Console 2,Canon Gaming Console 2 high-quality modern gaming console with advanced features.,1767.77,Gaming Consoles,SKU-0759,Silver,512GB,15,SKU-0759-SIL-512,100,20
Apple Headphone 48,Apple Headphone 48 high-quality modern headphone with advanced features.,996.73,Headphones,SKU-0760,Black,128GB,0,SKU-0760-BLA-128,87,7
Lenovo Networking Device 13,Lenovo Networking Device 13 high-quality modern networking device with advanced features.,1815.86,Networking Devices,SKU-0761,Black,32GB,5,SKU-0761-BLA-32,54,7
Xiaomi Home Appliance 41,Xiaomi Home Appliance 41 high-quality modern home appliance with advanced features.,222.43,Home Appliances,SKU-0762,White,64GB,15,SKU-0762-WHI-64,89,20
Asus Camera 5,Asus Camera 5 high-quality modern camera with advanced features.,972.17,Cameras,SKU-0763,White,1TB,5,SKU-0763-WHI-1TB,34,16
Samsung Headphone 16,Samsung Headphone 16 high-quality modern headphone with advanced features.,511.98,Headphones,SKU-0764,Red,512GB,10,SKU-0764-RED-512,49,9
Xiaomi Gaming Console 48,Xiaomi Gaming Console 48 high-quality modern gaming console with advanced features.,1622.48,Gaming Consoles,SKU-0765,Silver,64GB,0,SKU-0765-SIL-64,79,5
Canon Headphone 38,Canon Headphone 38 high-quality modern headphone with advanced features.,195.97,Headphones,SKU-0766,Black,128GB,0,SKU-0766-BLA-128,89,8
Samsung Smartphone 19,Samsung Smartphone 19 high-quality modern smartphone with advanced features.,1123.79,Smartphones,SKU-0767,Gold,32GB,0,SKU-0767-GOL-32,40,6
Vivo Networking Device 41,Vivo Networking Device 41 high-quality modern networking device with advanced features.,601.69,Networking Devices,SKU-0768,Black,128GB,25,SKU-0768-BLA-128,30,9
Xiaomi Smartphone 21,Xiaomi Smartphone 21 high-quality modern smartphone with advanced features.,894.03,Smartphones,SKU-0769,Silver,1TB,10,SKU-0769-SIL-1TB,12,20
Canon Tablet 15,Canon Tablet 15 high-quality modern tablet with advanced features.,1110.75,Tablets,SKU-0770,Red,128GB,5,SKU-0770-RED-128,13,14
HP Smartwatche 50,HP Smartwatche 50 high-quality modern smartwatche with advanced features.,932.07,Smartwatches,SKU-0771,Silver,32GB,20,SKU-0771-SIL-32,54,20
LG Monitor 30,LG Monitor 30 high-quality modern monitor with advanced features.,1467.69,Monitors,SKU-0772,White,256GB,15,SKU-0772-WHI-256,9,9
Dell Smartphone 21,Dell Smartphone 21 high-quality modern smartphone with advanced features.,1818.77,Smartphones,SKU-0773,Blue,32GB,20,SKU-0773-BLU-32,7,11
Sony Home Appliance 29,Sony Home Appliance 29 high-quality modern home appliance with advanced features.,811.16,Home Appliances,SKU-0774,Red,128GB,20,SKU-0774-RED-128,11,8
Nikon Headphone 34,Nikon Headphone 34 high-quality modern headphone with advanced features.,1954.67,Headphones,SKU-0775,Green,32GB,20,SKU-0775-GRE-32,8,7
Vivo Smartwatche 13,Vivo Smartwatche 13 high-quality modern smartwatche with advanced features.,1917.51,Smartwatches,SKU-0776,Red,1TB,5,SKU-0776-RED-1TB,11,16
Xiaomi Headphone 18,Xiaomi Headphone 18 high-quality modern headphone with advanced features.,260.82,Headphones,SKU-0777,Gold,512GB,0,SKU-0777-GOL-512,52,5
Canon Smartwatche 38,Canon Smartwatche 38 high-quality modern smartwatche with advanced features.,721.39,Smartwatches,SKU-0778,Silver,64GB,15,SKU-0778-SIL-64,95,5
Lenovo Smartphone 37,Lenovo Smartphone 37 high-quality modern smartphone with advanced features.,1633.32,Smartphones,SKU-0779,Black,32GB,20,SKU-0779-BLA-32,46,19
Dell Monitor 43,Dell Monitor 43 high-quality modern monitor with advanced features.,1683.62,Monitors,SKU-0780,Gold,512GB,20,SKU-0780-GOL-512,53,16
LG Tablet 32,LG Tablet 32 high-quality modern tablet with advanced features.,882.15,Tablets,SKU-0781,Black,64GB,5,SKU-0781-BLA-64,45,12
Asus Headphone 10,Asus Headphone 10 high-quality modern headphone with advanced features.,1479.27,Headphones,SKU-0782,Green,32GB,5,SKU-0782-GRE-32,98,16
Samsung Monitor 37,Samsung Monitor 37 high-quality modern monitor with advanced features.,265.83,Monitors,SKU-0783,Red,128GB,0,SKU-0783-RED-128,47,12
Lenovo Smartphone 21,Lenovo Smartphone 21 high-quality modern smartphone with advanced features.,1210.98,Smartphones,SKU-0784,Black,128GB,0,SKU-0784-BLA-128,90,5
LG Gaming Console 45,LG Gaming Console 45 high-quality modern gaming console with advanced features.,1852.25,Gaming Consoles,SKU-0785,Red,128GB,0,SKU-0785-RED-128,7,8
HP Headphone 40,HP Headphone 40 high-quality modern headphone with advanced features.,1524.26,Headphones,SKU-0786,Black,64GB,15,SKU-0786-BLA-64,53,7
LG Monitor 21,LG Monitor 21 high-quality modern monitor with advanced features.,849.99,Monitors,SKU-0787,Green,128GB,10,SKU-0787-GRE-128,25,18
Samsung Networking Device 20,Samsung Networking Device 20 high-quality modern networking device with advanced features.,1982.93,Networking Devices,SKU-0788,Red,128GB,15,SKU-0788-RED-128,71,6
Xiaomi Camera 7,Xiaomi Camera 7 high-quality modern camera with advanced features.,501.93,Cameras,SKU-0789,Red,512GB,5,SKU-0789-RED-512,64,7
Nikon Home Appliance 26,Nikon Home Appliance 26 high-quality modern home appliance with advanced features.,1616.21,Home Appliances,SKU-0790,White,1TB,10,SKU-0790-WHI-1TB,68,18
Asus Gaming Console 23,Asus Gaming Console 23 high-quality modern gaming console with advanced features.,231.28,Gaming Consoles,SKU-0791,Blue,32GB,15,SKU-0791-BLU-32,96,8
Dell Tablet 4,Dell Tablet 4 high-quality modern tablet with advanced features.,1498.31,Tablets,SKU-0792,Silver,32GB,15,SKU-0792-SIL-32,80,18
Nikon Camera 37,Nikon Camera 37 high-quality modern camera with advanced features.,134.54,Cameras,SKU-0793,Gold,32GB,20,SKU-0793-GOL-32,17,20
Lenovo Home Appliance 42,Lenovo Home Appliance 42 high-quality modern home appliance with advanced features.,1007.72,Home Appliances,SKU-0794,Black,128GB,15,SKU-0794-BLA-128,50,15
HP Camera 2,HP Camera 2 high-quality modern camera with advanced features.,413.61,Cameras,SKU-0795,Green,128GB,15,SKU-0795-GRE-128,96,9
Dell Headphone 36,Dell Headphone 36 high-quality modern headphone with advanced features.,319.87,Headphones,SKU-0796,Green,32GB,5,SKU-0796-GRE-32,81,6
HP Monitor 30,HP Monitor 30 high-quality modern monitor with advanced features.,952.94,Monitors,SKU-0797,Red,512GB,0,SKU-0797-RED-512,45,6
Vivo Gaming Console 22,Vivo Gaming Console 22 high-quality modern gaming console with advanced features.,942.41,Gaming Consoles,SKU-0798,Gold,1TB,10,SKU-0798-GOL-1TB,48,19
Samsung Home Appliance 49,Samsung Home Appliance 49 high-quality modern home appliance with advanced features.,1383.84,Home Appliances,SKU-0799,Silver,128GB,0,SKU-0799-SIL-128,10,11
Sony Headphone 22,Sony Headphone 22 high-quality modern headphone with advanced features.,1238.49,Headphones,SKU-0800,Black,256GB,15,SKU-0800-BLA-256,82,14
Apple Camera 42,Apple Camera 42 high-quality modern camera with advanced features.,1685.73,Cameras,SKU-0801,Blue,256GB,25,SKU-0801-BLU-256,52,10
Sony Home Appliance 43,Sony Home Appliance 43 high-quality modern home appliance with advanced features.,706.97,Home Appliances,SKU-0802,Silver,256GB,15,SKU-0802-SIL-256,44,19
Dell Headphone 28,Dell Headphone 28 high-quality modern headphone with advanced features.,1662.59,Headphones,SKU-0803,Green,128GB,0,SKU-0803-GRE-128,22,14
Canon Gaming Console 7,Canon Gaming Console 7 high-quality modern gaming console with advanced features.,1439.59,Gaming Consoles,SKU-0804,Silver,64GB,0,SKU-0804-SIL-64,6,6
Vivo Tablet 6,Vivo Tablet 6 high-quality modern tablet with advanced features.,1327.77,Tablets,SKU-0805,Green,1TB,25,SKU-0805-GRE-1TB,93,8
Lenovo Headphone 1,Lenovo Headphone 1 high-quality modern headphone with advanced features.,1181.06,Headphones,SKU-0806,Gold,256GB,10,SKU-0806-GOL-256,7,16
Asus Smartphone 33,Asus Smartphone 33 high-quality modern smartphone with advanced features.,1892.4,Smartphones,SKU-0807,Blue,128GB,5,SKU-0807-BLU-128,59,12
Samsung Tablet 33,Samsung Tablet 33 high-quality modern tablet with advanced features.,1448.14,Tablets,SKU-0808,Blue,32GB,5,SKU-0808-BLU-32,15,20
Asus Gaming Console 10,Asus Gaming Console 10 high-quality modern gaming console with advanced features.,167.34,Gaming Consoles,SKU-0809,Green,128GB,25,SKU-0809-GRE-128,43,14
Vivo Networking Device 27,Vivo Networking Device 27 high-quality modern networking device with advanced features.,1695.83,Networking Devices,SKU-0810,Red,32GB,10,SKU-0810-RED-32,78,9
LG Gaming Console 11,LG Gaming Console 11 high-quality modern gaming console with advanced features.,1907.89,Gaming Consoles,SKU-0811,Blue,512GB,0,SKU-0811-BLU-512,44,14
Canon Headphone 47,Canon Headphone 47 high-quality modern headphone with advanced features.,849.03,Headphones,SKU-0812,Blue,512GB,10,SKU-0812-BLU-512,18,11
Nikon Monitor 19,Nikon Monitor 19 high-quality modern monitor with advanced features.,930.4,Monitors,SKU-0813,Gold,256GB,0,SKU-0813-GOL-256,94,9
LG Laptop 34,LG Laptop 34 high-quality modern laptop with advanced features.,699.82,Laptops,SKU-0814,Red,1TB,0,SKU-0814-RED-1TB,33,10
Vivo Smartphone 4,Vivo Smartphone 4 high-quality modern smartphone with advanced features.,918.01,Smartphones,SKU-0815,Black,1TB,25,SKU-0815-BLA-1TB,58,10
Canon Smartwatche 19,Canon Smartwatche 19 high-quality modern smartwatche with advanced features.,186.93,Smartwatches,SKU-0816,Red,256GB,10,SKU-0816-RED-256,5,5
LG Networking Device 26,LG Networking Device 26 high-quality modern networking device with advanced features.,1617.11,Networking Devices,SKU-0817,Silver,64GB,20,SKU-0817-SIL-64,90,19
Oppo Tablet 48,Oppo Tablet 48 high-quality modern tablet with advanced features.,839.84,Tablets,SKU-0818,Silver,1TB,15,SKU-0818-SIL-1TB,98,10
Xiaomi Tablet 11,Xiaomi Tablet 11 high-quality modern tablet with advanced features.,1486.4,Tablets,SKU-0819,Green,128GB,20,SKU-0819-GRE-128,5,11
Xiaomi Networking Device 29,Xiaomi Networking Device 29 high-quality modern networking device with advanced features.,1186.82,Networking Devices,SKU-0820,Gold,512GB,5,SKU-0820-GOL-512,65,17
Sony Networking Device 19,Sony Networking Device 19 high-quality modern networking device with advanced features.,343.24,Networking Devices,SKU-0821,Gold,256GB,5,SKU-0821-GOL-256,32,18
HP Networking Device 25,HP Networking Device 25 high-quality modern networking device with advanced features.,261.05,Networking Devices,SKU-0822,Red,64GB,15,SKU-0822-RED-64,42,14
Xiaomi Tablet 27,Xiaomi Tablet 27 high-quality modern tablet with advanced features.,800.1,Tablets,SKU-0823,Gold,64GB,20,SKU-0823-GOL-64,66,16
Vivo Monitor 8,Vivo Monitor 8 high-quality modern monitor with advanced features.,300.52,Monitors,SKU-0824,Blue,128GB,5,SKU-0824-BLU-128,14,14
Oppo Camera 21,Oppo Camera 21 high-quality modern camera with advanced features.,898.88,Cameras,SKU-0825,Silver,256GB,5,SKU-0825-SIL-256,73,18
Apple Networking Device 22,Apple Networking Device 22 high-quality modern networking device with advanced features.,1046.27,Networking Devices,SKU-0826,Gold,64GB,15,SKU-0826-GOL-64,55,5
Apple Headphone 16,Apple Headphone 16 high-quality modern headphone with advanced features.,1317.25,Headphones,SKU-0827,White,512GB,10,SKU-0827-WHI-512,100,11
Apple Monitor 29,Apple Monitor 29 high-quality modern monitor with advanced features.,1027.16,Monitors,SKU-0828,Red,256GB,20,SKU-0828-RED-256,52,6
Lenovo Camera 31,Lenovo Camera 31 high-quality modern camera with advanced features.,1269.9,Cameras,SKU-0829,Red,512GB,15,SKU-0829-RED-512,54,5
Vivo Camera 25,Vivo Camera 25 high-quality modern camera with advanced features.,327.42,Cameras,SKU-0830,White,256GB,10,SKU-0830-WHI-256,9,18
Sony Smartwatche 32,Sony Smartwatche 32 high-quality modern smartwatche with advanced features.,749.75,Smartwatches,SKU-0831,White,1TB,15,SKU-0831-WHI-1TB,36,17
Apple Headphone 38,Apple Headphone 38 high-quality modern headphone with advanced features.,293.18,Headphones,SKU-0832,Green,512GB,25,SKU-0832-GRE-512,75,16
Canon Smartwatche 1,Canon Smartwatche 1 high-quality modern smartwatche with advanced features.,984.76,Smartwatches,SKU-0833,Green,32GB,5,SKU-0833-GRE-32,79,18
Sony Headphone 6,Sony Headphone 6 high-quality modern headphone with advanced features.,156.35,Headphones,SKU-0834,Red,128GB,0,SKU-0834-RED-128,62,14
Vivo Tablet 7,Vivo Tablet 7 high-quality modern tablet with advanced features.,426.58,Tablets,SKU-0835,Green,128GB,5,SKU-0835-GRE-128,68,5
Vivo Gaming Console 12,Vivo Gaming Console 12 high-quality modern gaming console with advanced features.,138.32,Gaming Consoles,SKU-0836,Blue,256GB,20,SKU-0836-BLU-256,54,16
Apple Networking Device 46,Apple Networking Device 46 high-quality modern networking device with advanced features.,1010.74,Networking Devices,SKU-0837,Black,128GB,20,SKU-0837-BLA-128,72,6
