product_name,description,base_price,category,product_sku,variant_color,variant_storage,price_modifier,variant_sku,quantity,low_stock_threshold
Speaker 878,Compact and lightweight design,1300.1,Electronics,SKU-0878,Gold,256GB,43.84,SKU-0878-GOL-256GB,87,15
Tablet 879,Best value for money,661.79,Gadgets,SKU-0879,Red,32GB,66.4,SKU-0879-RED-32GB,41,18
Smartwatch 880,Enhanced performance and battery life,268.15,Electronics,SKU-0880,Blue,32GB,44.07,SKU-0880-BLU-32GB,88,8
Laptop 881,Enhanced performance and battery life,1875.4,Electronics,SKU-0881,Black,16GB,37.45,SKU-0881-BLA-16GB,100,15
Speaker 882,Enhanced performance and battery life,1349.52,Gadgets,SKU-0882,Green,16GB,53.23,SKU-0882-GRE-16GB,32,18
Tablet 883,High quality and durable product,137.15,Gadgets,SKU-0883,Red,64GB,117.22,SKU-0883-RED-64GB,80,16
Speaker 884,Best value for money,286.5,Electronics,SKU-0884,Black,128GB,89.0,SKU-0884-BLA-128GB,76,13
Tablet 885,Enhanced performance and battery life,144.91,Accessories,SKU-0885,Red,256GB,166.26,SKU-0885-RED-256GB,13,7
Headphones 886,Best value for money,665.63,Electronics,SKU-0886,Red,512GB,182.12,SKU-0886-RED-512GB,33,10
Camera 887,High quality and durable product,1733.87,Accessories,SKU-0887,White,128GB,56.52,SKU-0887-WHI-128GB,48,19
Laptop 888,Latest model with advanced features,404.82,Electronics,SKU-0888,Blue,64GB,197.35,SKU-0888-BLU-64GB,84,15
Smartphone 889,High quality and durable product,865.96,Gadgets,SKU-0889,Green,64GB,32.68,SKU-0889-GRE-64GB,98,6
Monitor 890,Best value for money,1517.39,Gadgets,SKU-0890,Red,32GB,108.65,SKU-0890-RED-32GB,68,7
Monitor 891,Best value for money,753.69,Electronics,SKU-0891,Gold,16GB,184.58,SKU-0891-GOL-16GB,56,10
Monitor 892,Compact and lightweight design,1920.47,Gadgets,SKU-0892,White,64GB,153.61,SKU-0892-WHI-64GB,74,12
Speaker 893,Latest model with advanced features,447.44,Electronics,SKU-0893,Silver,64GB,95.23,SKU-0893-SIL-64GB,8,20
Headphones 894,Compact and lightweight design,1220.97,Electronics,SKU-0894,Black,64GB,170.62,SKU-0894-BLA-64GB,72,14
Monitor 895,Best value for money,1070.84,Gadgets,SKU-0895,Blue,256GB,42.36,SKU-0895-BLU-256GB,19,15
Smartphone 896,Latest model with advanced features,343.53,Gadgets,SKU-0896,Black,16GB,114.64,SKU-0896-BLA-16GB,77,8
Smartwatch 897,Best value for money,937.43,Electronics,SKU-0897,Red,512GB,10.41,SKU-0897-RED-512GB,39,20
Smartphone 898,Compact and lightweight design,1574.17,Electronics,SKU-0898,Silver,32GB,147.97,SKU-0898-SIL-32GB,76,18
Smartphone 899,Best value for money,1934.89,Accessories,SKU-0899,Green,128GB,115.9,SKU-0899-GRE-128GB,50,17
Speaker 900,Latest model with advanced features,1862.08,Gadgets,SKU-0900,Black,128GB,162.09,SKU-0900-BLA-128GB,12,11
Smartphone 901,Enhanced performance and battery life,1490.25,Accessories,SKU-0901,Blue,32GB,116.36,SKU-0901-BLU-32GB,97,9
Tablet 902,Best value for money,127.66,Accessories,SKU-0902,Black,32GB,90.49,SKU-0902-BLA-32GB,31,20
Camera 903,High quality and durable product,697.48,Gadgets,SKU-0903,Silver,512GB,125.17,SKU-0903-SIL-512GB,11,11
Smartphone 904,Latest model with advanced features,1511.54,Gadgets,SKU-0904,Black,128GB,149.26,SKU-0904-BLA-128GB,58,5
Speaker 905,Compact and lightweight design,1116.66,Electronics,SKU-0905,Black,64GB,141.42,SKU-0905-BLA-64GB,68,17
Smartphone 906,Latest model with advanced features,1013.25,Gadgets,SKU-0906,Green,128GB,190.81,SKU-0906-GRE-128GB,41,13
Headphones 907,High quality and durable product,962.95,Electronics,SKU-0907,White,32GB,4.18,SKU-0907-WHI-32GB,77,20
Camera 908,High quality and durable product,132.18,Accessories,SKU-0908,Black,16GB,158.51,SKU-0908-BLA-16GB,50,10
Speaker 909,Latest model with advanced features,647.29,Gadgets,SKU-0909,Green,64GB,129.05,SKU-0909-GRE-64GB,7,13
Monitor 910,Latest model with advanced features,1619.54,Gadgets,SKU-0910,Gold,16GB,108.5,SKU-0910-GOL-16GB,81,6
Smartwatch 911,Compact and lightweight design,1385.72,Accessories,SKU-0911,Black,16GB,0.51,SKU-0911-BLA-16GB,43,17
Smartphone 912,Best value for money,1571.15,Accessories,SKU-0912,White,128GB,151.51,SKU-0912-WHI-128GB,68,16
Speaker 913,High quality and durable product,1282.41,Electronics,SKU-0913,White,32GB,134.53,SKU-0913-WHI-32GB,22,7
Headphones 914,Latest model with advanced features,278.51,Electronics,SKU-0914,Silver,256GB,175.22,SKU-0914-SIL-256GB,50,7
Laptop 915,Enhanced performance and battery life,471.5,Gadgets,SKU-0915,Gold,16GB,49.59,SKU-0915-GOL-16GB,80,20
Speaker 916,Enhanced performance and battery life,581.92,Gadgets,SKU-0916,White,64GB,9.94,SKU-0916-WHI-64GB,75,12
Headphones 917,High quality and durable product,1455.39,Gadgets,SKU-0917,Gold,512GB,88.83,SKU-0917-GOL-512GB,55,20
Camera 918,High quality and durable product,662.3,Gadgets,SKU-0918,Black,16GB,152.42,SKU-0918-BLA-16GB,23,5
Smartwatch 919,Best value for money,1798.28,Gadgets,SKU-0919,Red,32GB,144.48,SKU-0919-RED-32GB,74,8
Camera 920,Enhanced performance and battery life,231.73,Accessories,SKU-0920,Blue,16GB,176.51,SKU-0920-BLU-16GB,19,11
Smartphone 921,Latest model with advanced features,992.5,Electronics,SKU-0921,Black,512GB,21.39,SKU-0921-BLA-512GB,49,19
Tablet 922,Latest model with advanced features,343.73,Accessories,SKU-0922,Gold,128GB,140.97,SKU-0922-GOL-128GB,55,12
Smartphone 923,Best value for money,1474.72,Gadgets,SKU-0923,Gold,64GB,34.47,SKU-0923-GOL-64GB,51,17
Camera 924,Latest model with advanced features,140.91,Gadgets,SKU-0924,Silver,16GB,49.66,SKU-0924-SIL-16GB,87,12
Tablet 925,Latest model with advanced features,534.88,Gadgets,SKU-0925,Silver,64GB,94.84,SKU-0925-SIL-64GB,63,19
Smartphone 926,Latest model with advanced features,153.19,Accessories,SKU-0926,Red,512GB,18.38,SKU-0926-RED-512GB,78,18
Speaker 927,High quality and durable product,1052.66,Electronics,SKU-0927,Gold,32GB,90.25,SKU-0927-GOL-32GB,24,15
Monitor 928,High quality and durable product,424.28,Electronics,SKU-0928,White,256GB,144.23,SKU-0928-WHI-256GB,23,16
Speaker 929,Compact and lightweight design,334.04,Electronics,SKU-0929,Blue,64GB,121.28,SKU-0929-BLU-64GB,71,8
Laptop 930,Latest model with advanced features,1401.85,Electronics,SKU-0930,Blue,128GB,107.04,SKU-0930-BLU-128GB,13,19
Monitor 931,Compact and lightweight design,1535.62,Gadgets,SKU-0931,Red,32GB,75.22,SKU-0931-RED-32GB,47,19
Headphones 932,Latest model with advanced features,899.72,Accessories,SKU-0932,Blue,256GB,187.47,SKU-0932-BLU-256GB,90,13
Smartwatch 933,Compact and lightweight design,588.18,Electronics,SKU-0933,Green,16GB,185.57,SKU-0933-GRE-16GB,28,15
Smartphone 934,Enhanced performance and battery life,181.89,Gadgets,SKU-0934,Green,512GB,160.27,SKU-0934-GRE-512GB,27,9
Speaker 935,Enhanced performance and battery life,1314.59,Electronics,SKU-0935,Red,16GB,38.72,SKU-0935-RED-16GB,35,14
Smartphone 936,Best value for money,1360.17,Gadgets,SKU-0936,Silver,128GB,51.89,SKU-0936-SIL-128GB,58,17
Camera 937,Latest model with advanced features,675.33,Gadgets,SKU-0937,Green,64GB,100.93,SKU-0937-GRE-64GB,48,19
Tablet 938,High quality and durable product,484.81,Accessories,SKU-0938,White,32GB,188.32,SKU-0938-WHI-32GB,35,5
Tablet 939,High quality and durable product,764.51,Gadgets,SKU-0939,Green,64GB,90.12,SKU-0939-GRE-64GB,13,16
Tablet 940,Enhanced performance and battery life,203.34,Electronics,SKU-0940,Black,32GB,135.78,SKU-0940-BLA-32GB,63,5
Monitor 941,Latest model with advanced features,1163.64,Electronics,SKU-0941,White,512GB,51.35,SKU-0941-WHI-512GB,58,11
Camera 942,Enhanced performance and battery life,1227.97,Electronics,SKU-0942,Black,64GB,152.09,SKU-0942-BLA-64GB,57,14
Tablet 943,High quality and durable product,504.95,Gadgets,SKU-0943,Gold,16GB,33.57,SKU-0943-GOL-16GB,14,13
Speaker 944,Enhanced performance and battery life,1272.76,Accessories,SKU-0944,Green,64GB,36.66,SKU-0944-GRE-64GB,76,12
Speaker 945,Compact and lightweight design,1699.28,Accessories,SKU-0945,Black,32GB,92.77,SKU-0945-BLA-32GB,68,9
Smartwatch 946,High quality and durable product,983.56,Gadgets,SKU-0946,Black,16GB,49.69,SKU-0946-BLA-16GB,34,12
Monitor 947,Best value for money,1487.03,Electronics,SKU-0947,Blue,32GB,20.66,SKU-0947-BLU-32GB,54,16
Tablet 948,High quality and durable product,1001.62,Gadgets,SKU-0948,Blue,512GB,13.89,SKU-0948-BLU-512GB,52,14
Monitor 949,High quality and durable product,1530.42,Accessories,SKU-0949,Black,512GB,105.35,SKU-0949-BLA-512GB,89,10
Camera 950,Latest model with advanced features,658.42,Accessories,SKU-0950,Green,512GB,198.93,SKU-0950-GRE-512GB,84,5
Speaker 951,Compact and lightweight design,1911.62,Accessories,SKU-0951,Green,128GB,140.39,SKU-0951-GRE-128GB,23,13
Laptop 952,Best value for money,69.69,Gadgets,SKU-0952,Green,512GB,39.86,SKU-0952-GRE-512GB,65,8
Smartwatch 953,Enhanced performance and battery life,807.36,Electronics,SKU-0953,Gold,32GB,167.7,SKU-0953-GOL-32GB,63,13
Speaker 954,Enhanced performance and battery life,1522.4,Electronics,SKU-0954,Blue,16GB,197.23,SKU-0954-BLU-16GB,84,5
Smartwatch 955,Best value for money,1085.19,Gadgets,SKU-0955,Red,512GB,107.78,SKU-0955-RED-512GB,46,5
Headphones 956,Enhanced performance and battery life,1688.15,Accessories,SKU-0956,Red,256GB,64.62,SKU-0956-RED-256GB,91,15
Laptop 957,Enhanced performance and battery life,762.46,Electronics,SKU-0957,Green,64GB,151.86,SKU-0957-GRE-64GB,32,15
Laptop 958,Enhanced performance and battery life,648.17,Accessories,SKU-0958,White,16GB,163.85,SKU-0958-WHI-16GB,54,8
Laptop 959,High quality and durable product,825.91,Electronics,SKU-0959,Gold,512GB,98.22,SKU-0959-GOL-512GB,81,12
Headphones 960,Enhanced performance and battery life,842.21,Gadgets,SKU-0960,Silver,16GB,27.88,SKU-0960-SIL-16GB,21,9
Camera 961,Latest model with advanced features,1614.85,Gadgets,SKU-0961,Black,128GB,6.21,SKU-0961-BLA-128GB,93,8
Monitor 962,Enhanced performance and battery life,1312.76,Gadgets,SKU-0962,Red,128GB,193.48,SKU-0962-RED-128GB,46,12
Smartwatch 963,Compact and lightweight design,1443.85,Gadgets,SKU-0963,Green,128GB,24.47,SKU-0963-GRE-128GB,61,5
Laptop 964,Enhanced performance and battery life,440.47,Accessories,SKU-0964,White,32GB,74.44,SKU-0964-WHI-32GB,52,13
Camera 965,Latest model with advanced features,1544.59,Gadgets,SKU-0965,Silver,16GB,63.53,SKU-0965-SIL-16GB,40,9
Headphones 966,Enhanced performance and battery life,491.33,Gadgets,SKU-0966,Green,256GB,119.61,SKU-0966-GRE-256GB,62,13
Laptop 967,Enhanced performance and battery life,1517.42,Electronics,SKU-0967,Green,256GB,158.63,SKU-0967-GRE-256GB,46,19
Headphones 968,Enhanced performance and battery life,811.84,Gadgets,SKU-0968,Red,16GB,8.55,SKU-0968-RED-16GB,43,18
Speaker 969,Latest model with advanced features,948.96,Electronics,SKU-0969,Red,512GB,166.49,SKU-0969-RED-512GB,67,16
Smartwatch 970,High quality and durable product,256.34,Electronics,SKU-0970,Green,32GB,16.17,SKU-0970-GRE-32GB,18,11
Speaker 971,Compact and lightweight design,1367.1,Gadgets,SKU-0971,Green,16GB,100.31,SKU-0971-GRE-16GB,48,18
Headphones 972,Enhanced performance and battery life,1397.58,Gadgets,SKU-0972,White,16GB,193.46,SKU-0972-WHI-16GB,79,16
Headphones 973,Compact and lightweight design,114.59,Electronics,SKU-0973,Green,128GB,155.82,SKU-0973-GRE-128GB,37,7
Speaker 974,High quality and durable product,1998.93,Accessories,SKU-0974,Blue,256GB,65.94,SKU-0974-BLU-256GB,9,12
Laptop 975,Compact and lightweight design,322.02,Gadgets,SKU-0975,Red,128GB,92.74,SKU-0975-RED-128GB,90,8
Laptop 976,Enhanced performance and battery life,207.54,Gadgets,SKU-0976,Black,16GB,53.85,SKU-0976-BLA-16GB,23,8
Camera 977,High quality and durable product,557.97,Gadgets,SKU-0977,White,16GB,37.07,SKU-0977-WHI-16GB,32,9
Smartwatch 978,Best value for money,1128.52,Gadgets,SKU-0978,Silver,64GB,121.68,SKU-0978-SIL-64GB,37,5
Headphones 979,Latest model with advanced features,150.87,Gadgets,SKU-0979,White,64GB,52.53,SKU-0979-WHI-64GB,69,19
Smartphone 980,Enhanced performance and battery life,1155.98,Electronics,SKU-0980,Silver,64GB,20.49,SKU-0980-SIL-64GB,26,5
Monitor 981,Best value for money,878.51,Gadgets,SKU-0981,Red,64GB,179.41,SKU-0981-RED-64GB,100,19
Tablet 982,High quality and durable product,1696.59,Gadgets,SKU-0982,Blue,128GB,54.48,SKU-0982-BLU-128GB,19,17
Camera 983,Latest model with advanced features,850.17,Electronics,SKU-0983,Green,32GB,32.39,SKU-0983-GRE-32GB,85,9
Headphones 984,High quality and durable product,581.8,Gadgets,SKU-0984,Silver,256GB,150.47,SKU-0984-SIL-256GB,72,6
Monitor 985,Enhanced performance and battery life,904.77,Electronics,SKU-0985,Green,256GB,50.01,SKU-0985-GRE-256GB,88,10
Camera 986,Compact and lightweight design,1591.14,Gadgets,SKU-0986,Blue,32GB,168.6,SKU-0986-BLU-32GB,49,18
Tablet 987,Compact and lightweight design,128.28,Electronics,SKU-0987,Green,128GB,32.37,SKU-0987-GRE-128GB,66,19
Camera 988,Compact and lightweight design,1566.96,Gadgets,SKU-0988,Gold,16GB,74.31,SKU-0988-GOL-16GB,62,9
Speaker 989,High quality and durable product,1279.07,Electronics,SKU-0989,Black,512GB,26.27,SKU-0989-BLA-512GB,20,11
Headphones 990,Compact and lightweight design,381.62,Accessories,SKU-0990,White,64GB,66.83,SKU-0990-WHI-64GB,77,11
Smartphone 991,Best value for money,1745.34,Gadgets,SKU-0991,White,32GB,50.59,SKU-0991-WHI-32GB,90,15
Smartwatch 992,Enhanced performance and battery life,1230.67,Electronics,SKU-0992,Blue,256GB,104.55,SKU-0992-BLU-256GB,28,13
Tablet 993,Compact and lightweight design,643.73,Accessories,SKU-0993,Blue,128GB,12.31,SKU-0993-BLU-128GB,34,17
Camera 994,Compact and lightweight design,474.55,Gadgets,SKU-0994,Silver,32GB,190.24,SKU-0994-SIL-32GB,99,16
Smartphone 995,High quality and durable product,372.24,Gadgets,SKU-0995,Red,64GB,161.46,SKU-0995-RED-64GB,33,8
Speaker 996,Best value for money,174.73,Electronics,SKU-0996,Silver,64GB,115.82,SKU-0996-SIL-64GB,80,14
Camera 997,Best value for money,1278.37,Gadgets,SKU-0997,White,32GB,84.74,SKU-0997-WHI-32GB,24,17
Smartwatch 998,Latest model with advanced features,1357.29,Electronics,SKU-0998,Silver,128GB,178.25,SKU-0998-SIL-128GB,55,15
Smartphone 999,Compact and lightweight design,1904.55,Gadgets,SKU-0999,Silver,128GB,146.34,SKU-0999-SIL-128GB,81,6
Camera 1000,Compact and lightweight design,1355.3,Accessories,SKU-1000,Black,512GB,192.72,SKU-1000-BLA-512GB,84,10
